#,Request Message Type;Message ID,Delay,Max Delay,Diff
1,D,15504560863970011374,493,100,393
2,D,15504560863970020335,3233,100,3133
3,D,15504560863970020337,3235,100,3135
4,D,15504560863970020340,3239,100,3139
5,D,15504560863970020341,3240,100,3140
6,D,15504560863970020342,3243,100,3143
7,D,15504560863970020343,3246,100,3146
8,D,15504560863970020344,3249,100,3149
9,D,15504560863970020345,3250,100,3150
10,D,15504560863970020346,3252,100,3152
11,D,15504560863970020347,3256,100,3156
12,D,15504560863970020348,3258,100,3158
13,D,15504560863970020349,3259,100,3159
14,D,15504560863970020351,3267,100,3167
15,D,15504560863970020354,3271,100,3171
16,D,15504560863970020358,3904,100,3804
17,D,15504560863970020359,3907,100,3807
18,D,15504560863970020360,3908,100,3808
19,D,15504560863970020361,3909,100,3809
20,D,15504560863970020362,3913,100,3813
21,D,15504560863970020366,3917,100,3817
22,D,15504560863970020367,3917,100,3817
23,D,15504560863970020368,3918,100,3818
24,D,15504560863970020370,3919,100,3819
25,D,15504560863970020371,3920,100,3820
26,D,15504560863970020372,3921,100,3821
27,D,15504560863970020373,3922,100,3822
28,D,15504560863970020374,3923,100,3823
29,D,15504560863970020375,3925,100,3825
30,D,15504560863970020376,3926,100,3826
31,D,15504560863970020377,3928,100,3828
32,D,15504560863970020381,3647,100,3547
33,D,15504560863970020382,3649,100,3549
34,D,15504560863970020383,3651,100,3551
35,D,15504560863970020384,3652,100,3552
36,D,15504560863970020385,3653,100,3553
37,D,15504560863970020386,3655,100,3555
38,D,15504560863970020387,3656,100,3556
39,D,15504560863970020388,3657,100,3557
40,D,15504560863970020390,3658,100,3558
41,D,15504560863970020391,3661,100,3561
42,D,15504560863970020394,3663,100,3563
43,D,15504560863970020396,3664,100,3564
44,D,15504560863970020397,3665,100,3565
45,D,15504560863970020398,3669,100,3569
46,D,15504560863970020399,3670,100,3570
47,D,15504560863970020400,3671,100,3571
48,D,15504560863970020404,3383,100,3283
49,D,15504560863970020405,3385,100,3285
50,D,15504560863970020407,3386,100,3286
51,D,15504560863970020409,3388,100,3288
52,D,15504560863970020410,3390,100,3290
53,D,15504560863970020412,3393,100,3293
54,D,15504560863970020415,3402,100,3302
55,D,15504560863970020420,3405,100,3305
56,D,15504560863970020423,3407,100,3307
57,D,15504560863970020427,3970,100,3870
58,D,15504560863970020429,3972,100,3872
59,D,15504560863970020431,3974,100,3874
60,D,15504560863970020432,3975,100,3875
61,D,15504560863970020433,3976,100,3876
62,D,15504560863970020435,3978,100,3878
63,D,15504560863970020436,3983,100,3883
64,D,15504560863970020441,3985,100,3885
65,D,15504560863970020442,3985,100,3885
66,D,15504560863970020443,3986,100,3886
67,D,15504560863970020444,3986,100,3886
68,D,15504560863970020445,3988,100,3888
69,D,15504560863970020446,3989,100,3889
70,D,15504560863970020450,3715,100,3615
71,D,15504560863970020452,3716,100,3616
72,D,15504560863970020454,3718,100,3618
73,D,15504560863970020455,3720,100,3620
74,D,15504560863970020456,3721,100,3621
75,D,15504560863970020457,3722,100,3622
76,D,15504560863970020458,3723,100,3623
77,D,15504560863970020460,3725,100,3625
78,D,15504560863970020461,3732,100,3632
79,D,15504560863970020466,3733,100,3633
80,D,15504560863970020467,3733,100,3633
81,D,15504560863970020469,3740,100,3640
82,D,15504560863970020473,3410,100,3310
83,D,15504560863970020474,3411,100,3311
84,D,15504560863970020475,3412,100,3312
85,D,15504560863970020476,3414,100,3314
86,D,15504560863970020477,3415,100,3315
87,D,15504560863970020479,3417,100,3317
88,D,15504560863970020480,3419,100,3319
89,D,15504560863970020482,3420,100,3320
90,D,15504560863970020483,3422,100,3322
91,D,15504560863970020484,3423,100,3323
92,D,15504560863970020486,3426,100,3326
93,D,15504560863970020487,3427,100,3327
94,D,15504560863970020488,3429,100,3329
95,D,15504560863970020490,3431,100,3331
